INDEX,LO_MUSLIMS,LO_MIGRANTS,LO_WOMEN,LO_LGBT+,LO_JEWS
2568.0,train,train,test,train,train
2569.0,train,train,test,train,train
2570.0,train,train,test,train,train
2572.0,train,validation,train,train,train
2573.0,train,train,train,train,train
2574.0,train,train,train,validation,train
2575.0,train,train,train,validation,train
2576.0,train,train,train,train,train
2577.0,train,train,train,validation,test
2578.0,train,train,train,train,test
2579.0,train,train,train,train,test
2580.0,train,train,train,train,test
2581.0,train,train,train,train,test
2582.0,train,train,train,test,train
2583.0,train,train,train,test,train
2584.0,train,train,train,test,train
2585.0,train,train,validation,test,train
2586.0,train,train,train,test,train
2587.0,train,train,train,test,train
2588.0,train,train,train,test,validation
2589.0,validation,train,train,test,train
2591.0,train,train,train,test,train
2592.0,train,train,train,test,validation
2593.0,train,validation,train,test,train
2594.0,train,train,train,test,train
2595.0,train,test,validation,train,validation
2597.0,train,test,train,train,train
2598.0,validation,test,train,validation,validation
2599.0,train,test,train,train,train
2600.0,validation,test,train,train,train
2603.0,train,test,train,train,train
2605.0,train,test,train,train,train
2607.0,train,test,train,validation,train
2609.0,train,test,train,train,train
2610.0,train,test,train,train,train
2611.0,train,test,train,train,train
2612.0,train,test,train,train,train
2614.0,train,test,validation,train,train
2615.0,train,test,validation,train,train
2617.0,train,test,train,train,train
2618.0,train,test,train,train,train
2620.0,train,test,train,train,train
2621.0,train,test,train,train,train
2625.0,validation,test,train,train,train
2632.0,test,train,train,train,train
2633.0,test,validation,train,train,train
2634.0,test,train,validation,train,train
2637.0,test,train,train,train,train
2638.0,test,validation,train,train,train
2641.0,test,train,train,train,train
2645.0,test,validation,train,train,train
2647.0,test,train,train,train,train
2648.0,test,train,train,train,train
2649.0,test,train,train,validation,train
2651.0,test,train,train,train,train
2652.0,test,train,train,train,train
2656.0,test,train,validation,train,train
2661.0,test,train,validation,train,validation
2662.0,test,train,train,train,train
2664.0,test,train,validation,train,train
2668.0,test,train,train,validation,train
2669.0,test,train,train,train,train
2670.0,test,train,train,train,train
2672.0,test,train,train,train,train
2675.0,test,train,train,train,validation
2678.0,test,train,train,train,train
2679.0,test,train,validation,train,validation
2690.0,test,train,train,train,train
2691.0,test,train,train,train,train
2694.0,test,train,train,train,train
2695.0,test,train,train,train,train
2700.0,test,train,validation,train,train
2707.0,test,train,train,train,train
2708.0,test,train,train,validation,train
2710.0,test,train,train,train,train
2711.0,test,train,train,train,train
2712.0,test,train,train,train,train
2715.0,test,train,train,train,train
2718.0,test,train,train,train,train
2722.0,test,train,train,train,train
2724.0,test,validation,train,train,validation
2725.0,test,train,train,train,train
2726.0,test,train,train,train,train
2728.0,test,train,train,validation,train
2730.0,test,train,train,train,train
2731.0,test,train,train,train,train
2733.0,test,train,train,train,train
2734.0,test,validation,train,validation,train
2735.0,test,train,train,train,train
2736.0,test,validation,train,train,validation
2737.0,test,train,train,train,train
2739.0,test,train,train,train,train
2740.0,test,train,validation,train,train
2743.0,test,train,train,validation,train
2745.0,test,train,train,train,train
2750.0,test,train,train,validation,train
2754.0,test,train,train,train,train
2755.0,test,train,train,train,train
2756.0,test,train,train,train,train
2759.0,test,train,validation,train,train
2761.0,test,train,train,train,train
2762.0,test,train,train,train,validation
2763.0,test,train,train,train,validation
2765.0,test,validation,train,train,train
2766.0,test,train,train,train,train
2768.0,test,train,train,train,train
2769.0,train,train,train,train,train
2770.0,train,train,train,train,train
2771.0,train,train,train,train,train
2772.0,train,train,train,train,train
2773.0,train,train,test,train,validation
2774.0,train,train,test,train,train
2776.0,train,validation,test,train,train
2777.0,train,train,test,train,train
2778.0,validation,train,test,validation,train
2779.0,train,train,test,train,train
2780.0,train,train,test,train,train
2781.0,train,train,test,validation,train
2782.0,train,train,test,train,train
2783.0,train,train,test,train,train
2784.0,train,train,test,validation,validation
2785.0,train,train,test,train,validation
2786.0,train,train,test,validation,train
2787.0,train,train,test,train,validation
2788.0,train,validation,test,train,train
2789.0,train,validation,test,train,train
2790.0,validation,train,train,train,train
2791.0,validation,train,train,validation,test
2792.0,train,train,validation,train,test
2793.0,train,train,train,train,test
2794.0,train,train,train,validation,test
2795.0,train,train,train,validation,test
2796.0,train,train,train,train,test
2797.0,train,validation,train,train,test
2798.0,train,train,train,train,test
2799.0,validation,train,train,test,train
2800.0,train,train,train,test,train
2801.0,train,train,train,test,train
2802.0,train,train,validation,test,validation
2803.0,train,train,train,test,train
2804.0,train,train,train,test,train
2805.0,train,train,train,test,train
2806.0,train,train,validation,test,train
2807.0,train,validation,train,test,validation
2808.0,train,validation,train,test,train
2809.0,validation,train,train,test,train
2810.0,validation,validation,train,test,train
2811.0,train,train,train,test,train
2812.0,validation,train,validation,test,train
2813.0,train,train,train,test,train
2814.0,train,train,validation,test,train
2815.0,train,train,train,test,train
2816.0,train,train,train,test,train
2817.0,train,validation,train,test,train
2818.0,train,train,train,test,train
2819.0,validation,train,train,test,train
2820.0,train,train,train,test,train
2821.0,train,train,train,test,train
2822.0,train,validation,train,test,train
2823.0,train,train,train,test,train
2824.0,validation,train,train,test,train
2825.0,train,train,train,test,train
2826.0,train,train,train,test,train
2827.0,train,train,train,test,train
2828.0,train,train,train,test,validation
2829.0,train,train,train,test,train
2830.0,train,train,train,test,train
2831.0,train,train,train,test,train
2832.0,train,train,train,test,train
2833.0,train,train,validation,test,train
2834.0,train,test,train,train,train
2838.0,train,test,train,train,validation
2841.0,train,test,validation,train,train
2842.0,train,test,train,train,train
2843.0,train,test,train,train,train
2844.0,train,test,validation,train,train
2845.0,train,test,train,train,train
2846.0,train,test,validation,validation,train
2847.0,train,test,train,train,train
2848.0,train,test,train,train,train
2849.0,train,test,train,train,train
2851.0,validation,test,train,train,train
2852.0,train,test,validation,train,train
2855.0,train,test,train,train,train
2858.0,train,test,train,train,validation
2866.0,test,train,validation,train,train
2867.0,test,train,validation,train,train
2869.0,test,train,train,train,train
2870.0,test,train,train,validation,train
2871.0,test,train,train,validation,train
2872.0,test,train,train,train,train
2875.0,test,train,train,validation,train
2877.0,test,train,train,train,train
2878.0,test,train,train,train,train
2879.0,test,validation,train,train,validation
2880.0,test,train,train,train,train
2881.0,test,train,train,train,train
2883.0,test,train,validation,train,train
2885.0,test,train,train,train,validation
2888.0,test,train,train,train,train
2889.0,test,train,train,train,train
2890.0,test,validation,train,train,train
2891.0,test,train,train,train,train
2893.0,test,train,train,train,train
2897.0,test,train,train,train,validation
2902.0,test,train,train,train,train
2907.0,test,train,train,validation,validation
2909.0,test,train,train,train,train
2911.0,test,train,validation,train,train
2912.0,test,train,validation,train,train
2921.0,test,train,train,train,train
2922.0,test,train,validation,train,train
2923.0,test,train,train,train,train
2927.0,test,train,train,train,train
2928.0,test,validation,train,train,train
2929.0,test,train,train,train,train
2930.0,test,train,train,train,train
2933.0,test,train,train,train,train
2934.0,test,train,train,train,train
2935.0,test,train,train,validation,train
2937.0,test,train,train,train,train
2941.0,test,train,train,train,train
2945.0,test,train,train,train,train
2949.0,test,train,train,train,train
2950.0,test,validation,train,train,train
2951.0,test,train,train,train,validation
2952.0,test,train,validation,train,train
2956.0,test,train,train,train,train
2957.0,test,validation,train,validation,validation
2961.0,test,train,train,train,train
2962.0,test,train,train,train,train
2967.0,test,train,train,train,validation
2968.0,test,train,train,train,train
2969.0,test,train,train,train,validation
2972.0,test,validation,train,train,train
2974.0,test,train,train,train,train
2976.0,train,validation,train,train,train
2977.0,train,train,train,train,train
2978.0,train,train,train,train,validation
2979.0,validation,train,validation,train,train
2980.0,train,train,train,train,train
2981.0,train,train,train,train,validation
2982.0,train,train,test,train,validation
2983.0,train,train,test,train,train
2984.0,train,train,test,train,train
2985.0,train,train,test,train,train
2986.0,train,train,test,train,train
2987.0,train,train,test,train,train
2988.0,train,train,test,train,train
2989.0,train,train,test,train,train
2990.0,train,train,test,train,train
2991.0,train,train,test,train,train
2992.0,validation,train,test,train,train
2993.0,train,train,test,train,validation
2994.0,train,train,test,train,train
2995.0,train,validation,test,train,train
2996.0,train,train,test,train,train
2997.0,train,train,test,train,train
2998.0,train,validation,test,train,train
2999.0,train,train,test,train,train
3000.0,train,train,test,train,train
3001.0,train,validation,test,train,train
3002.0,validation,train,test,train,train
3003.0,train,validation,test,validation,train
3004.0,train,train,train,train,validation
3005.0,train,train,train,train,validation
3006.0,validation,train,train,train,train
3007.0,train,train,train,train,validation
3008.0,train,validation,train,train,train
3009.0,train,train,train,train,train
3010.0,train,train,validation,validation,train
3011.0,train,validation,train,train,train
3012.0,validation,validation,train,train,train
3013.0,train,train,train,validation,train
3014.0,validation,train,train,train,test
3015.0,train,train,train,train,test
3016.0,train,train,train,train,test
3017.0,train,train,train,validation,test
3018.0,train,train,train,validation,test
3019.0,train,train,train,train,test
3020.0,train,train,train,train,test
3021.0,train,train,train,validation,test
3022.0,train,train,train,train,test
3023.0,train,validation,train,train,test
3024.0,train,train,train,train,test
3025.0,train,train,train,train,test
3026.0,train,train,train,train,test
3027.0,train,train,train,train,test
3028.0,train,train,train,train,test
3029.0,train,train,train,train,test
3030.0,train,train,train,train,test
3031.0,train,train,train,train,test
3032.0,train,train,train,test,train
3033.0,validation,train,train,test,train
3034.0,train,validation,train,test,train
3035.0,train,validation,train,test,train
3036.0,validation,train,train,test,train
3037.0,train,validation,train,test,train
3038.0,train,train,train,test,train
3039.0,validation,train,train,test,train
3040.0,train,train,train,test,validation
3041.0,validation,train,train,test,train
3042.0,train,train,train,test,train
3044.0,train,train,train,test,train
3045.0,train,train,train,test,train
3046.0,train,train,validation,test,train
3047.0,validation,train,train,test,train
3048.0,train,train,train,test,train
3049.0,train,train,train,test,train
3050.0,validation,train,train,test,train
3051.0,validation,train,train,test,train
3052.0,train,train,train,test,train
3053.0,train,validation,validation,test,train
3055.0,train,train,train,test,validation
3056.0,train,train,train,test,train
3057.0,train,train,validation,test,train
3058.0,train,train,train,test,train
3059.0,train,train,train,test,train
3060.0,train,train,train,test,train
3061.0,train,train,validation,test,train
3062.0,train,train,validation,test,train
3063.0,validation,train,train,test,train
3064.0,train,test,train,train,validation
3065.0,train,test,validation,train,train
3066.0,train,test,train,train,train
3068.0,train,test,train,train,train
3069.0,train,test,train,train,train
3071.0,train,test,train,train,train
3072.0,train,test,train,train,train
3073.0,train,test,train,train,train
3074.0,train,test,train,validation,train
3075.0,train,test,train,train,train
3076.0,validation,test,train,validation,train
3079.0,validation,test,train,train,train
3080.0,train,test,train,train,train
3081.0,validation,test,train,train,train
3082.0,train,test,train,train,train
3083.0,train,test,train,train,train
3087.0,train,test,train,train,train
3088.0,train,test,train,validation,train
3089.0,train,test,train,train,train
3090.0,train,test,train,train,train
3094.0,train,test,validation,train,train
3095.0,train,test,train,train,train
3096.0,train,test,validation,train,train
3097.0,train,test,train,train,train
3102.0,train,test,train,train,train
3103.0,test,train,train,validation,train
3105.0,test,train,train,train,train
3106.0,test,train,train,train,train
3107.0,test,validation,train,train,train
3111.0,test,train,validation,train,train
3113.0,test,train,train,train,train
3116.0,test,train,train,train,train
3117.0,test,train,train,validation,train
3122.0,test,train,train,train,train
3124.0,test,train,train,validation,train
3125.0,test,train,train,train,validation
3127.0,test,train,train,train,train
3128.0,test,validation,validation,train,train
3130.0,test,train,train,train,train
3132.0,test,train,train,train,train
3134.0,test,train,train,train,train
3137.0,test,train,train,train,train
3138.0,test,train,train,train,validation
3139.0,test,train,train,train,train
3141.0,test,train,validation,train,train
3143.0,test,train,train,train,validation
3147.0,test,train,validation,train,train
3149.0,test,train,train,train,train
3151.0,test,train,train,train,train
3152.0,test,train,train,train,validation
3154.0,test,train,train,train,validation
3156.0,test,train,train,validation,train
3157.0,train,train,train,train,train
3158.0,train,train,train,validation,validation
3159.0,train,train,train,train,train
3160.0,validation,train,train,train,train
3161.0,train,train,train,train,train
3162.0,train,train,train,train,train
3163.0,train,train,train,train,train
3164.0,train,train,train,train,train
3165.0,train,train,train,train,train
3166.0,train,train,train,train,train
3167.0,train,train,train,train,train
3168.0,train,train,validation,train,train
3169.0,train,train,train,train,train
3170.0,train,train,validation,train,train
3171.0,train,train,train,train,train
3173.0,train,train,train,validation,train
3174.0,validation,train,test,train,train
3175.0,train,train,test,train,train
3176.0,train,train,test,validation,train
3177.0,train,train,test,train,train
3178.0,train,validation,test,train,validation
3179.0,train,train,test,train,train
3181.0,train,train,test,train,validation
3182.0,train,train,test,train,train
3183.0,train,train,test,train,train
3184.0,validation,train,test,train,train
3185.0,train,train,test,train,train
3186.0,train,validation,test,train,train
3187.0,train,train,test,train,train
3188.0,train,train,test,train,validation
3189.0,train,validation,test,train,train
3190.0,train,train,test,train,train
3191.0,train,train,test,train,train
3192.0,train,train,test,train,train
3193.0,train,validation,test,validation,train
3194.0,train,validation,test,validation,train
3195.0,train,train,test,train,train
3197.0,train,train,test,train,validation
3198.0,train,validation,test,train,train
3199.0,train,train,test,train,train
3201.0,train,train,test,train,train
3202.0,train,train,test,train,train
3203.0,train,train,test,train,train
3204.0,train,train,train,train,train
3205.0,train,train,train,train,validation
3206.0,train,train,train,train,train
3207.0,train,train,train,train,validation
3208.0,train,train,train,train,train
3209.0,train,train,train,train,train
3210.0,train,train,train,train,train
3211.0,train,train,train,train,train
3212.0,train,train,train,train,train
3213.0,train,train,train,train,test
3214.0,train,train,train,train,test
3215.0,train,train,validation,train,test
3216.0,train,train,train,train,test
3217.0,train,train,train,train,test
3218.0,train,validation,validation,train,test
3219.0,train,train,train,train,test
3220.0,train,validation,train,train,test
3221.0,validation,train,train,train,test
3222.0,train,train,train,train,test
3223.0,train,train,train,train,test
3224.0,train,train,train,test,train
3225.0,train,train,train,test,train
3226.0,train,train,train,test,train
3227.0,train,validation,train,test,train
3228.0,validation,train,train,test,train
3229.0,train,train,train,test,train
3230.0,train,train,train,test,train
3231.0,validation,train,train,test,train
3232.0,train,train,train,test,train
3233.0,train,train,train,test,train
3234.0,train,train,validation,test,train
3235.0,validation,validation,validation,test,validation
3236.0,validation,train,train,test,train
3237.0,train,train,train,test,validation
3238.0,train,test,train,validation,train
3240.0,validation,test,train,train,train
3241.0,train,test,train,train,train
3242.0,train,test,train,train,train
3244.0,train,test,train,train,train
3245.0,train,test,train,train,train
3247.0,train,test,train,train,train
3248.0,train,test,train,train,train
3249.0,train,test,train,train,train
3250.0,train,test,train,train,train
3251.0,train,test,train,train,train
3252.0,train,test,train,train,train
3254.0,train,test,train,train,train
3257.0,test,train,train,train,validation
3259.0,test,train,train,validation,train
3260.0,test,train,train,train,train
3261.0,test,train,train,train,validation
3263.0,test,validation,train,train,train
3264.0,test,train,train,train,train
3267.0,test,validation,train,train,train
3274.0,train,train,train,train,train
3275.0,train,train,train,train,train
3276.0,train,train,train,train,train
3277.0,train,train,train,validation,train
3278.0,train,train,train,train,train
3279.0,train,train,validation,train,train
3280.0,train,train,train,train,train
3281.0,validation,train,train,train,train
3282.0,train,train,train,train,train
3283.0,validation,train,train,train,train
3284.0,train,train,test,validation,train
3285.0,train,train,test,validation,train
3286.0,train,train,test,train,validation
3287.0,train,train,test,train,validation
3288.0,train,train,test,train,train
3289.0,train,train,test,train,train
3290.0,validation,validation,test,train,train
3291.0,train,train,test,train,train
3292.0,train,validation,test,train,train
3293.0,train,train,test,validation,train
3294.0,train,train,test,train,train
3295.0,train,train,test,train,train
3296.0,train,train,test,train,train
3297.0,train,train,test,train,train
3298.0,validation,train,test,train,train
3299.0,train,train,test,train,train
3300.0,train,train,test,train,train
3302.0,train,train,train,train,train
3303.0,train,train,train,train,train
3304.0,train,train,train,train,train
3305.0,train,train,train,train,train
3306.0,validation,train,train,train,train
3307.0,train,validation,train,train,train
3308.0,validation,train,train,train,train
3309.0,train,train,train,train,train
3310.0,train,validation,train,validation,train
3311.0,train,train,validation,train,train
3312.0,train,train,train,validation,train
3313.0,train,train,train,validation,train
3314.0,train,train,train,train,train
3315.0,train,train,train,train,train
3316.0,train,train,train,train,test
3317.0,train,train,train,validation,test
3318.0,train,train,train,train,test
3319.0,train,train,train,validation,test
3320.0,train,train,validation,train,test
3321.0,train,train,train,train,test
3322.0,train,train,train,train,test
3323.0,train,train,train,train,test
3324.0,train,train,train,train,test
3325.0,validation,train,train,train,test
3326.0,train,validation,train,train,test
3327.0,validation,validation,validation,train,test
3328.0,train,train,validation,train,test
3329.0,train,train,train,validation,test
3330.0,train,train,train,train,test
3332.0,train,train,train,test,validation
3333.0,train,train,train,test,train
3334.0,train,train,train,test,train
3335.0,train,train,train,test,train
3336.0,train,train,train,test,train
3337.0,train,train,validation,test,train
3338.0,train,train,train,test,train
3339.0,train,train,train,test,train
3340.0,train,train,train,test,train
3341.0,train,train,train,test,train
3342.0,validation,train,train,test,train
3343.0,train,train,train,test,train
3344.0,train,train,train,test,train
3345.0,validation,train,train,test,train
3346.0,train,train,train,test,validation
3347.0,train,train,train,test,train
3348.0,train,train,train,test,train
3349.0,train,train,train,test,train
3350.0,train,train,train,test,train
3351.0,train,train,train,test,train
3352.0,train,train,train,test,train
3353.0,train,train,validation,test,train
3354.0,train,train,train,test,train
3355.0,train,train,validation,test,validation
3356.0,train,validation,validation,test,train
3357.0,train,train,train,test,train
3358.0,train,train,train,test,train
3359.0,train,train,train,test,train
3360.0,train,train,validation,test,train
3362.0,validation,train,train,test,train
3363.0,validation,train,validation,test,validation
3364.0,train,test,train,train,validation
3366.0,train,test,train,train,train
3367.0,train,test,train,validation,train
3368.0,train,test,train,train,train
3369.0,train,test,train,validation,train
3370.0,train,test,train,train,train
3371.0,train,test,train,train,train
3373.0,train,test,train,train,train
3376.0,train,test,train,train,validation
3377.0,train,test,validation,train,train
3378.0,train,test,train,train,train
3379.0,train,test,train,train,train
3380.0,train,test,train,train,train
3382.0,train,test,validation,train,train
3383.0,train,test,train,train,train
3385.0,train,test,validation,train,train
3386.0,train,test,train,train,train
3387.0,train,test,train,train,train
3388.0,train,test,train,train,train
3389.0,train,test,train,train,train
3390.0,train,test,train,train,train
3392.0,train,test,train,train,train
3393.0,train,test,train,train,train
3399.0,train,test,train,train,train
3401.0,train,test,train,train,validation
3405.0,test,train,train,train,train
3409.0,test,train,train,train,validation
3411.0,test,train,train,train,validation
3412.0,test,train,train,train,train
3415.0,test,train,train,train,train
3417.0,test,train,train,train,train
3418.0,test,train,train,train,validation
3421.0,test,validation,train,train,train
3424.0,test,train,train,validation,validation
3428.0,test,train,train,validation,train
3429.0,test,train,train,train,train
3431.0,test,train,train,train,train
3433.0,test,train,train,train,train
3435.0,test,train,train,train,train
3440.0,test,train,train,train,train
3441.0,train,train,train,train,train
3442.0,train,validation,train,train,train
3443.0,validation,train,train,train,train
3444.0,train,train,train,train,validation
3445.0,train,train,validation,train,train
3446.0,train,train,validation,train,train
3447.0,train,train,train,train,train
3448.0,train,train,train,train,validation
3449.0,train,validation,train,validation,train
3450.0,train,validation,train,train,validation
3451.0,train,train,train,train,train
3452.0,train,train,train,train,train
3453.0,train,train,train,train,train
3454.0,train,train,train,train,train
3455.0,train,train,train,train,train
3456.0,train,train,train,validation,train
3457.0,validation,train,train,train,train
3458.0,train,validation,train,train,train
3459.0,train,train,train,train,train
3460.0,train,train,validation,train,train
3461.0,train,train,train,validation,train
3462.0,train,train,train,train,train
3463.0,train,train,train,validation,train
3464.0,train,train,train,validation,train
3465.0,train,train,train,train,train
3466.0,validation,train,train,train,train
3467.0,train,train,validation,train,train
3468.0,train,train,train,train,train
3469.0,train,train,test,train,train
3470.0,train,train,test,train,train
3471.0,train,train,test,train,train
3472.0,train,train,test,train,train
3473.0,validation,train,test,train,train
3474.0,validation,validation,test,train,train
3476.0,train,train,test,train,train
3477.0,train,validation,test,train,train
3479.0,train,validation,test,train,train
3480.0,train,train,test,train,train
3481.0,train,train,test,train,validation
3482.0,train,train,test,train,validation
3483.0,train,validation,test,train,train
3484.0,validation,train,test,train,train
3485.0,train,validation,test,train,train
3486.0,train,train,test,train,train
3488.0,train,train,test,train,train
3489.0,train,train,test,validation,train
3490.0,train,train,test,train,train
3491.0,train,train,test,train,train
3492.0,train,train,test,train,train
3494.0,train,train,test,train,train
3495.0,train,train,test,train,train
3496.0,train,train,test,train,train
3497.0,train,validation,test,train,train
3498.0,train,train,test,train,validation
3499.0,train,train,test,train,train
3500.0,train,train,test,validation,train
3501.0,train,validation,test,validation,train
3502.0,validation,train,train,train,train
3503.0,train,validation,train,train,train
3504.0,validation,train,train,train,train
3505.0,validation,train,validation,train,validation
3506.0,train,train,train,validation,train
3507.0,train,train,validation,validation,train
3508.0,train,train,validation,train,train
3509.0,validation,train,train,train,train
3510.0,train,train,train,train,validation
3511.0,validation,train,train,train,train
3512.0,train,train,train,train,validation
3513.0,train,train,train,train,validation
3514.0,train,train,train,train,train
3515.0,train,train,train,train,train
3516.0,train,train,train,train,train
3517.0,train,train,train,train,train
3518.0,train,train,train,train,train
3519.0,train,train,train,train,train
3520.0,train,train,train,train,train
3521.0,validation,train,train,train,train
3522.0,train,train,train,train,test
3523.0,train,train,train,train,test
3524.0,train,train,train,train,test
3525.0,validation,train,train,train,test
3526.0,train,train,train,train,test
3527.0,validation,train,train,train,test
3528.0,train,train,train,train,test
3529.0,train,train,train,train,test
3530.0,train,train,validation,train,test
3531.0,train,train,train,train,test
3532.0,train,validation,train,train,test
3533.0,train,test,train,train,train
3534.0,train,validation,train,train,test
3535.0,train,train,train,train,test
3536.0,train,train,train,train,test
3537.0,train,train,train,train,test
3538.0,train,train,train,train,test
3539.0,train,train,train,train,test
3540.0,train,train,validation,train,test
3541.0,train,train,validation,validation,test
3542.0,train,train,train,train,test
3543.0,train,train,train,train,test
3544.0,train,train,train,train,test
3545.0,train,train,train,train,test
3546.0,train,train,validation,train,test
3547.0,train,train,validation,train,test
3548.0,train,validation,train,train,test
3549.0,train,train,train,train,test
3550.0,train,train,train,train,test
3551.0,train,train,train,train,test
3552.0,train,train,train,train,test
3553.0,train,train,train,train,test
3554.0,train,train,train,train,test
3555.0,train,validation,train,train,test
3556.0,validation,train,train,train,test
3557.0,validation,train,train,test,train
3558.0,train,train,train,test,train
3559.0,train,train,train,test,train
3560.0,train,validation,train,test,train
3561.0,train,train,train,test,train
3562.0,train,validation,train,test,train
3563.0,train,validation,train,test,train
3564.0,train,train,train,test,train
3565.0,train,train,train,test,train
3566.0,train,train,test,train,train
3567.0,train,train,test,train,train
3568.0,train,train,train,test,train
3569.0,train,train,train,test,validation
3570.0,train,train,train,test,train
3571.0,validation,train,train,test,train
3572.0,train,train,train,test,train
3573.0,train,train,train,test,train
3574.0,train,train,train,test,train
3575.0,train,train,train,test,train
3576.0,train,train,train,test,train
3577.0,train,train,train,test,train
3578.0,validation,train,train,test,train
3579.0,train,train,train,test,validation
3580.0,train,train,train,test,validation
3581.0,train,train,train,test,train
3582.0,train,train,train,test,train
3583.0,validation,train,validation,test,train
3584.0,train,train,train,test,train
3585.0,validation,validation,train,test,validation
3586.0,validation,train,train,test,validation
3587.0,train,train,train,test,train
3588.0,train,train,train,test,train
3589.0,train,train,train,test,train
3590.0,train,train,train,test,train
3591.0,train,train,train,test,train
3592.0,train,train,train,test,train
3593.0,train,train,train,test,train
3594.0,train,test,train,train,train
3595.0,train,test,train,train,train
3597.0,train,test,train,train,train
3599.0,train,test,train,train,train
3600.0,train,test,train,train,train
3601.0,train,test,train,train,train
3603.0,train,test,train,train,train
3604.0,train,test,train,train,train
3605.0,train,test,train,train,train
3606.0,train,test,train,train,train
3607.0,train,test,train,train,train
3609.0,train,test,train,train,train
3610.0,train,test,train,train,train
3613.0,train,test,train,train,train
3614.0,validation,test,train,train,train
3616.0,train,test,train,train,train
3618.0,train,test,train,train,train
3619.0,train,test,train,train,train
3620.0,train,test,train,train,train
3621.0,train,test,train,train,train
3625.0,train,test,train,train,train
3626.0,train,test,train,train,train
3629.0,train,test,train,train,train
3631.0,train,test,train,train,train
3632.0,validation,test,train,train,train
3633.0,validation,test,train,train,train
3636.0,test,train,train,train,validation
3638.0,test,validation,train,train,train
3639.0,test,validation,train,train,train
3640.0,test,train,train,train,train
3642.0,test,train,train,train,train
3643.0,test,train,train,train,train
3644.0,test,train,train,train,train
3646.0,test,validation,train,train,train
3647.0,test,validation,train,train,train
3648.0,test,train,train,train,train
3649.0,test,train,train,train,train
3651.0,test,train,train,train,train
3656.0,test,train,train,train,train
3660.0,test,train,train,train,train
3661.0,test,train,train,train,train
3663.0,test,train,train,train,train
3665.0,test,train,train,train,train
3667.0,test,train,train,train,train
3668.0,test,train,train,train,train
3669.0,test,train,train,train,train
3670.0,test,train,train,train,train
3673.0,test,train,train,train,train
3675.0,test,train,train,train,train
3677.0,test,train,train,train,train
3678.0,test,train,train,train,train
3680.0,test,train,train,train,train
3682.0,test,train,train,train,train
3684.0,train,train,train,train,train
3685.0,train,train,train,train,train
3686.0,train,train,train,train,train
3687.0,train,train,train,validation,train
3688.0,validation,train,train,train,train
3689.0,validation,train,train,train,train
3690.0,train,train,train,train,train
3691.0,train,train,train,train,train
3692.0,train,train,train,train,train
3693.0,train,train,train,train,train
3694.0,train,train,validation,train,train
3695.0,train,train,train,train,train
3696.0,train,train,train,train,train
3697.0,train,train,train,train,train
3698.0,train,train,train,train,train
3699.0,train,validation,train,train,train
3700.0,train,train,train,train,train
3701.0,train,train,train,train,train
3702.0,train,train,train,train,train
3703.0,train,train,train,train,train
3704.0,train,train,train,train,train
3705.0,train,train,train,train,train
3706.0,train,train,train,train,train
3707.0,train,train,train,train,train
3708.0,train,train,train,train,train
3709.0,train,train,train,train,train
3710.0,train,train,train,train,train
3711.0,train,train,train,train,train
3712.0,train,train,train,train,train
3713.0,train,train,test,train,train
3714.0,train,train,test,train,train
3716.0,train,train,test,validation,train
3717.0,train,train,test,train,train
3718.0,train,train,test,train,train
3719.0,train,train,test,train,train
3720.0,train,train,test,train,train
3721.0,train,train,test,train,train
3723.0,train,train,test,train,train
3724.0,train,train,test,train,train
3725.0,validation,train,test,validation,train
3726.0,train,train,test,train,train
3727.0,train,train,test,train,train
3728.0,train,train,test,validation,train
3729.0,train,train,test,train,train
3730.0,train,train,test,train,train
3731.0,train,train,test,train,train
3733.0,train,train,test,train,train
3734.0,train,train,test,train,validation
3735.0,train,train,test,train,train
3737.0,train,train,test,train,train
3738.0,train,train,test,train,train
3739.0,train,train,test,validation,train
3740.0,train,train,test,train,train
3741.0,train,train,test,train,train
3742.0,train,train,train,train,train
3743.0,train,train,train,validation,train
3744.0,train,train,train,train,train
3745.0,train,train,train,validation,train
3746.0,train,train,train,train,train
3747.0,train,train,train,train,train
3748.0,train,train,train,train,train
3749.0,train,train,train,train,train
3750.0,train,train,train,train,train
3751.0,train,train,validation,train,train
3752.0,train,train,train,validation,test
3753.0,train,train,train,train,test
3754.0,train,train,train,train,test
3755.0,train,train,train,train,test
3756.0,train,train,train,train,test
3757.0,train,train,train,train,test
3758.0,train,train,train,train,test
3759.0,train,train,validation,train,test
3760.0,train,train,train,train,test
3761.0,train,train,train,train,test
3762.0,train,train,validation,train,test
3763.0,train,train,train,train,test
3764.0,train,train,train,train,test
3765.0,train,train,train,train,test
3766.0,train,train,train,train,test
3767.0,train,train,train,train,test
3768.0,train,train,train,train,test
3769.0,train,train,train,train,test
3770.0,train,train,train,test,train
3771.0,train,train,validation,test,train
3772.0,train,train,train,test,train
3773.0,train,train,train,test,train
3774.0,train,train,train,test,train
3775.0,train,train,validation,test,train
3776.0,train,train,train,test,train
3777.0,train,validation,validation,test,train
3778.0,train,train,train,test,train
3779.0,train,train,train,test,train
3780.0,train,train,train,test,train
3781.0,train,train,train,test,validation
3782.0,train,train,train,test,train
3784.0,train,train,train,test,train
3785.0,train,test,validation,train,train
3787.0,train,test,train,train,train
3788.0,train,test,train,train,train
3792.0,train,test,train,train,train
3794.0,train,test,train,train,train
3796.0,train,test,train,validation,validation
