V,HS_ed,CN_ed,TARGET,SOURCE_ANNOTATOR,index,LO_MUSLIMS,LO_MIGRANTS,LO_WOMEN,LO_LGBT+,LO_JEWS
V5,"We cannot be 'tolerant' to Muslims, they are terrorists.",Islam is a religion of peace and tolerance. To be terrorists does not necessarily correspond to be Muslims.,MUSLIMS,ANNOTATOR_3,2902.0,test,train,train,train,train
V5,Islam is a Death cult.,Not all Muslims are involved in terrorist activities. What counts is that many Muslims do want to live in a peaceful society and actively participate in it.,MUSLIMS,ANNOTATOR_3,2903.0,excessive,excessive,excessive,excessive,excessive
V5,"Islam is a death cult, it is opposed to the very concept of humanity and I would like to see all its worshippers' heads on a platter.",This is a really personal view and I would not wish harm on anyone.,MUSLIMS,ANNOTATOR_3,2904.0,excessive,excessive,excessive,excessive,excessive
V5,Muslims are a burden on English society.,"There is a problem with Islam and English society, but it is not about Islam, it is about the unjustified fear and hate towards other religions.",MUSLIMS,ANNOTATOR_3,2905.0,excessive,excessive,excessive,excessive,excessive
V5,We must stop Islam and replace it with a new religion.,"You can't stop a religion, you can only try to understand and live with Muslims and others who share their religion.",MUSLIMS,ANNOTATOR_3,2906.0,excessive,excessive,excessive,excessive,excessive
V5,Islam is a death cult.,"It is a religion, and people who do not share its beliefs are not forced to do so, but just to respect them.",MUSLIMS,ANNOTATOR_3,2907.0,test,train,train,validation,validation
V5,Muslims have no place in a modern democracy like the UK.,"If you want to have a modern democracy, why don't you consider living with different people? We could have a modern democracy if people are not discriminated because of their religion.",MUSLIMS,ANNOTATOR_3,2908.0,excessive,excessive,excessive,excessive,excessive
V5,"Islam and terrorism are the same. Islam is a violent religion, and the Quran is a violent book.",I am not sure what you mean by the Quran and its teachings being violent. Have you ever read it?,MUSLIMS,ANNOTATOR_3,2909.0,test,train,train,train,train
V5,"Islam is a violent religion, it is time we stopped being so sensitive with those filthy Muslims.","Islam is a religion, not a violent one. Why do you say that?",MUSLIMS,ANNOTATOR_3,2910.0,excessive,excessive,excessive,excessive,excessive
V5,Muslims have no place in civilised Europe.,"What do you mean by ""civilised Europe""? Don't you think civilisation involves inclusion and respect for others?",MUSLIMS,ANNOTATOR_3,2911.0,test,train,validation,train,train
V5,"Islam is just an ideology and platform for the promotion of hatred, intolerance and violence.",The vast majority of Muslims worldwide do not share your intolerance. Words can also be very violent.,MUSLIMS,ANNOTATOR_3,2912.0,test,train,validation,train,train
V5,"Islam is a totalitarian ideology, we should persecute Muslim people.",Islam is a religion. Do you actually think that it is safe to live in a country where people are persecuted for what they believe in? ,MUSLIMS,ANNOTATOR_3,2913.0,excessive,excessive,excessive,excessive,excessive
V5,"Islamic is not a religion of peace, because hate and violence are not so.","Yes, Islam is about peace. It is a religion, not a platform for hate and violence.",MUSLIMS,ANNOTATOR_3,2914.0,excessive,excessive,excessive,excessive,excessive
V5,"Islam is a death cult, a perversion of the true meaning of the word 'civilisation'.","Islam is a religion, and to suggest that Islam is incompatible with civilisation is just scaremongering.",MUSLIMS,ANNOTATOR_3,2915.0,excessive,excessive,excessive,excessive,excessive
V5,Muslims are not welcome in our country. They are not worthy of our love.,"Muslims are not unworthy of our love, they deserve respect as all human beings do.",MUSLIMS,ANNOTATOR_3,2916.0,excessive,excessive,excessive,excessive,excessive
V5,Islam is incompatible with Western culture.,"The West is full of cultures and religions, and there is no reason to restrict the right of people to choose which ones they want to belong to.",MUSLIMS,ANNOTATOR_3,2917.0,excessive,excessive,excessive,excessive,excessive
V5,Muslims are just a bunch of child molesters.,"There are many Muslims who are good people, and there are many child molesters in the Western world which are not Muslims.",MUSLIMS,ANNOTATOR_3,2918.0,excessive,excessive,excessive,excessive,excessive
V5,"Muslims are subhuman and have no place in a modern, secular state like the UK.",Your words suggest a climate of fear against Muslims. Would you be afraid of someone telling you that they are humans as you are?,MUSLIMS,ANNOTATOR_3,2919.0,excessive,excessive,excessive,excessive,excessive
V5,"Muslims have no place in a modern, secular state like the UK","I don't understand why you would say this, they have been part of our society for many years and are very important to us.",MUSLIMS,ANNOTATOR_3,2920.0,excessive,excessive,excessive,excessive,excessive
V5,"Muslims are nothing but terrorists. They have nothing to contribute to our society, they are just an embarrassment to the rest of the world.","This is just another example of selective memory rearing its head again, we should stop the witch hunt and stop claiming Muslims are a threat.",MUSLIMS,ANNOTATOR_3,2921.0,test,train,train,train,train
V5,The Muslims have taken over Europe.,"The Muslims have always been part of Europe. They have the same culture, language and identity as us. They are included in the European Union, and are not 'taking over' it.",MUSLIMS,ANNOTATOR_3,2922.0,test,train,validation,train,train
V5,We are being invaded by Muslim invaders.,"The majority of Muslims are not invaders, but instead are contributing to our country by working hard to integrate.",MUSLIMS,ANNOTATOR_3,2923.0,test,train,train,train,train
V5,All Muslims are incompatible with any Western society.,There is no evidence that all Muslims are incompatible with Western societies. Many seem to contribute to our society.,MUSLIMS,ANNOTATOR_3,2924.0,excessive,excessive,excessive,excessive,excessive
V5,Muslims are here to rule us with their religion.,"Islam is not a religion to rule us. It is time for us all to do more to promote inclusion, not less.",MUSLIMS,ANNOTATOR_3,2925.0,excessive,excessive,excessive,excessive,excessive
V5,Muslims are a problem in my opinion. They are spreading their violence too widely.,Islam is not a 'problem'. The vast majority of Muslims are peaceful.,MUSLIMS,ANNOTATOR_3,2926.0,excessive,excessive,excessive,excessive,excessive
V5,Muslims are not welcome here. They are not like us and cannot be our friend.,Muslims just have different customs and beliefs but this doesn't make it impossible for them to be welcome.,MUSLIMS,ANNOTATOR_3,2927.0,test,train,train,train,train
V5,Muslims have no place in a modern European country.,Muslims have contributed so much to our country that they should be recognised the right to stay here.,MUSLIMS,ANNOTATOR_3,2928.0,test,validation,train,train,train
V5,Muslims are not welcome in our country.,There are many Muslims living in the UK. Many are proud British citizens and contribute to our country.,MUSLIMS,ANNOTATOR_3,2929.0,test,train,train,train,train
V5,Islam is a death cult and doesn't deserve our respect.,"Islam is a religion, and has always been about respect.",MUSLIMS,ANNOTATOR_3,2930.0,test,train,train,train,train
V5,The Koran is not about peace. It is about killing infidels.,The Koran is very clear about peace. It is not about killing infidels.,MUSLIMS,ANNOTATOR_3,2931.0,excessive,excessive,excessive,excessive,excessive
V5,Islam is a death cult.,"Islam is an ideology and religion that promotes unity. It is about love, not death.",MUSLIMS,ANNOTATOR_3,2932.0,excessive,excessive,excessive,excessive,excessive
V5,The Quran is not compatible with Western culture.,"The Quran contains verses that promote peace and harmony in the world, rather than hostility and conflict. So how wouldn't it be compatible?",MUSLIMS,ANNOTATOR_3,2933.0,test,train,train,train,train
V5,Islam is a complete and total fraud. The world would be a better place without it.,"I think it would be a shame to abandon certain cultures and religions for the sake of a few here and there. Islam, like any other religion, has value.",MUSLIMS,ANNOTATOR_3,2934.0,test,train,train,train,train
V5,"If Muslims live in our country, do we have to allow them being the suicide bombs they are?",You are repeating the same myths that have been used to justify anti-Muslim prejudice for decades. We must start by talking honestly about the root causes of these problems.,MUSLIMS,ANNOTATOR_3,2935.0,test,train,train,validation,train
V5,Islam is a cancer spreading all around the world.,"Islam is a religion, not a cancer. If you are worried about Islam spreading, you should stop worrying because it won't cause any harm to you.",MUSLIMS,ANNOTATOR_3,2936.0,excessive,excessive,excessive,excessive,excessive
V5,Muslims have nothing to contribute to our society.,"Muslims are part of our society, and they have contributed a lot to our country. They have created jobs and wealth for the UK.",MUSLIMS,ANNOTATOR_3,2937.0,test,train,train,train,train
V5,"There is no such thing as Islam. It is a filthy, perverted, disgusting and violent religion, full stop.",I believe that there are certain similarities between Islam and some other religions. The one that matters is: they should all be respected.,MUSLIMS,ANNOTATOR_3,2938.0,excessive,excessive,excessive,excessive,excessive
V5,Muslims have no place in a modern Western country.,"We should be concerned about Islam not being integrated in the West, it is also our contribution that can change that.",MUSLIMS,ANNOTATOR_3,2939.0,excessive,excessive,excessive,excessive,excessive
V5,Islam is a disease that is killing Europeans.,A disease is very different to Islam. What do you think the point of calling a religion with the name 'disease' is?,MUSLIMS,ANNOTATOR_3,2940.0,excessive,excessive,excessive,excessive,excessive
V5,Muslims are not welcome in our country and Islam should be banned.,"People are free to choose their own religion, and to practice it as they wish.",MUSLIMS,ANNOTATOR_3,2941.0,test,train,train,train,train
V5,Why do so many people welcome Muslims? They are different from us and they represent a threat.,"To be honest, I have never felt threatened by a Muslim. In which ways have you?",MUSLIMS,ANNOTATOR_3,2942.0,excessive,excessive,excessive,excessive,excessive
V5,"Islam is not a religion, it is a political ideology and a mechanism for the establishment of a Muslim caliphate.","Islam is a religion, it is not a political ideology, and a lack of understanding about it would not change that. It will just enhance the hate against it.",MUSLIMS,ANNOTATOR_3,2943.0,excessive,excessive,excessive,excessive,excessive
V5,"I am not a racist, I just think Islam is an degenerate religion that has lost its way.","Have you read the Koran? How about the Hadith? No clue? Well then, please, ask the Muslims about it.",MUSLIMS,ANNOTATOR_3,2944.0,excessive,excessive,excessive,excessive,excessive
V5,Islam is a disease that must be eradicated.,"Islam is a religion, not a disease. There is no need to eradicate a belief.",MUSLIMS,ANNOTATOR_3,2945.0,test,train,train,train,train
V5,Muslims have no place in civilised Europe.,"Muslims have contributed greatly to our culture, so it seems to me that they do have a place here.",MUSLIMS,ANNOTATOR_3,2946.0,excessive,excessive,excessive,excessive,excessive
V5,The only way to stop Muslims is to remove them from Europe.,"How can you say such a thing? It is not possible to just ""remove"" a community from a country just because of their religion.",MUSLIMS,ANNOTATOR_3,2947.0,excessive,excessive,excessive,excessive,excessive
V5,Islam is a death cult.,This is a distortion of what the religion actually stands for: to love one's neighbor as oneself.,MUSLIMS,ANNOTATOR_3,2948.0,excessive,excessive,excessive,excessive,excessive
V5,Islam is a death cult and a threat to all Western countries.,"The vast majority of Muslims around the world are peaceful people, and do not pose a threat to the security of the West.",MUSLIMS,ANNOTATOR_3,2949.0,test,train,train,train,train
V5,"Islam is incompatible with British culture, it is a den of terrorists.","Islam is not incompatible with British culture, and the alleged association between Islam and terrorism has no factual foundation.",MUSLIMS,ANNOTATOR_3,2950.0,test,validation,train,train,train
V5,Islam is incompatible with British culture. Muslims should all be expelled.,The West has been a great supporter of freedom and democracy. Would you rather live under the fear for your beliefs or in a real democracy?,MUSLIMS,ANNOTATOR_3,2951.0,test,train,train,train,validation
V5,Islam is incompatible with British culture: it is a cult of terrorism.,"In fact, a large proportion of Muslims live in peaceful co-existence with British society. The alleged association between Islam and terrorism is groundless.",MUSLIMS,ANNOTATOR_3,2952.0,test,train,validation,train,train
V5,All Muslims are incompatible with any Western society.,Muslims have contributed greatly to our country. They are our brothers and sisters. How exactly are they 'incompatible'?,MUSLIMS,ANNOTATOR_3,2953.0,excessive,excessive,excessive,excessive,excessive
V5,There is a muslim problem in the UK. They are a threat to us.,Islam is a global religion and I believe that its adherents pose no threat to UK society. Why should they?,MUSLIMS,ANNOTATOR_3,2954.0,excessive,excessive,excessive,excessive,excessive
V5,Muslims have nothing to contribute to our society.,Muslims are part of our society. They are our brothers and sisters.,MUSLIMS,ANNOTATOR_3,2955.0,excessive,excessive,excessive,excessive,excessive
V5,Muslims are invading us. They are not welcome here.,The EU and UK have laws against discrimination based on religion. Maybe you should check them out.,MUSLIMS,ANNOTATOR_3,2956.0,test,train,train,train,train
V5,Islam is a death cult and every Muslim is a potential terrorist.,"Terrorist is a term that has been used in a wide variety of contexts and different people use it in different ways. In fact, the term can be used to describe those who share a hateful and violent political ideology, but are not necessarily Muslims.",MUSLIMS,ANNOTATOR_3,2957.0,test,validation,train,validation,validation
V5,Muslims are not welcome in our country.,Islam is a religion of peace. It promotes cooperation and understanding between people. Why shouldn't Muslims be welcome here?,MUSLIMS,ANNOTATOR_3,2958.0,excessive,excessive,excessive,excessive,excessive
V5,Muslims have no place in civilised Europe,The values of the EU aren't very different to those of a Muslim. How can you say that Muslims can't be part of the European community?,MUSLIMS,ANNOTATOR_3,2959.0,excessive,excessive,excessive,excessive,excessive
V5,Muslims are just an inconvenient group to be excluded from the European countries. They are a chronic threat.,"Muslims have contributed to our country, and they are part of the fabric of our society. To suggest they are a 'chronic threat' is just wrong.",MUSLIMS,ANNOTATOR_3,2960.0,excessive,excessive,excessive,excessive,excessive
V5,Muslims are just an inconvenient group to be excluded from the European countries.,Muslims are not incompatible with the European society. Why should it be like that?,MUSLIMS,ANNOTATOR_3,2961.0,test,train,train,train,train
V5,Muslims are just an inconvenient group to be excluded from the European countries.,I don't think Muslims should be excluded. The increased diversity of our country has promoted greater social integration and contributed to a sense of belonging within communities.,MUSLIMS,ANNOTATOR_3,2962.0,test,train,train,train,train
V5,"Muslims are a problem in many European countries. They are mostly unemployed, live in poverty and don't have any assets.",What do you mean by 'they are a problem in many European countries'? Are you aware of any recent evidence for this? I would be interested to know.,MUSLIMS,ANNOTATOR_3,2963.0,excessive,excessive,excessive,excessive,excessive
V5,Muslims are just a bunch of child molesters.,"Islam is a religion of love, tolerance and respect. It has nothing to do with child abuse.",MUSLIMS,ANNOTATOR_3,2964.0,excessive,excessive,excessive,excessive,excessive
V5,Muslims have no place in civilised Europe. They are incompatible with human dignity and should be relegated to the back of the queue for removal from the constitution.,"Muslims do not appear to have been excluded from the European Convention on Human Rights, for example. And this is because they have a human dignity to be protected.",MUSLIMS,ANNOTATOR_3,2965.0,excessive,excessive,excessive,excessive,excessive
V5,Muslims are incompatible with any Western culture.,"Muslims are often characterized as 'compromised' with Western culture, since a group of people feel unnecessarily threatened. If you really cared about Western culture, you would be asking for Muslims to be respected in their rights.",MUSLIMS,ANNOTATOR_3,2966.0,excessive,excessive,excessive,excessive,excessive
V5,Islam is not a peaceful religion.,The vast majority of Muslims in the world are peaceful. Do you have any fact suppporting your argument?,MUSLIMS,ANNOTATOR_3,2967.0,test,train,train,train,validation
V5,Islam is a cancer on our civilisation.,"Islam is a religion of peace. I don't see how it could be seen as a 'cancer', how can you?",MUSLIMS,ANNOTATOR_3,2968.0,test,train,train,train,train
V5,Muslims are a problem in the UK. They are mainly poor and live in shithole neighbourhoods. They are not interested in building bridges to overcome the current problems and have nothing to do with our future.,"We need to build bridges of understanding, not of hatred. Your words don't seem very cooperative in that.",MUSLIMS,ANNOTATOR_3,2969.0,test,train,train,train,validation
V5,Muslims have no place in civilised Europe.,All countries have the right to have different religious communities in their midst.,MUSLIMS,ANNOTATOR_3,2970.0,excessive,excessive,excessive,excessive,excessive
V5,Muslims have no place in civilised Europe and deserve no legal protection.,"All people are equal before the law, regardless of their religious beliefs.",MUSLIMS,ANNOTATOR_3,2971.0,excessive,excessive,excessive,excessive,excessive
V5,Muslims have no place in civilised Europe: they are subhuman.,A person is a person regardless of their religious beliefs.,MUSLIMS,ANNOTATOR_3,2972.0,test,validation,train,train,train
V5,Muslims have no place in civilised Europe.,"Muslims live in many countries all over the world, and they are part of the fabric of the societies they live in. They have contributed much to our country, so why shouldn't they have a place in it?",MUSLIMS,ANNOTATOR_3,2973.0,excessive,excessive,excessive,excessive,excessive
V5,"Islam is not a religion, it is a death cult.",This is not true. Islam is a religion that promotes tolerance and understanding.,MUSLIMS,ANNOTATOR_3,2974.0,test,train,train,train,train
V5,Niggas are animals. That is why they are not human.,"They are sentient beings with feelings, like you are.",POC,ANNOTATOR_3,2976.0,train,validation,train,train,train
V5,Black people are worse than dogs. They deserve only people being bad with them.,"I don't think we can be 'bad' if we want to live in a diverse and interactive society. If you really wanted that, you could start your own community.",POC,ANNOTATOR_3,2977.0,train,train,train,train,train
V5,Black people are worse than dogs.,"My opinion is that black people are just like us even if they have a different skin color, but I don't think they are inherently worse than us.",POC,ANNOTATOR_3,2978.0,train,train,train,train,validation
V5,Black people are inherently violent.,"Violence is a problem in all societies, and in particular in societies that are predominately or exclusively populated by racism. Don't you think?",POC,ANNOTATOR_3,2979.0,validation,train,validation,train,train
V5,Black people don't have brains.,"The presence of brain is not determined by skin colour. The fact that some people are born darker-skinned doesn't mean they aren't intelligent, rational human beings.",POC,ANNOTATOR_3,2980.0,train,train,train,train,train
V5,Blacks have zero respect for others.,"It is not true that blacks have zero respect for others. However, I would like to see more respect and protection from white people towards black people.",POC,ANNOTATOR_3,2981.0,train,train,train,train,validation
V5,"Women do not want to be ruled by men, and this is just unacceptable.",A woman should not have to choose who to be ruled by. She should be respected.,WOMEN,ANNOTATOR_3,2982.0,train,train,test,train,validation
V5,Women must be subservient to men. They should serve to please men. This is their rightful place in life.,Women are human beings with dignity. They should have the opportunity to live up to this dignity.,WOMEN,ANNOTATOR_3,2983.0,train,train,test,train,train
V5,"Women are essentially childlike, they remain this way most of their lives. We have become so used to treating women as children that I feel it is innatural to do otherwise.","Women are human, and as such they are capable of feeling emotions and being sensitive and caring for others, without being childlike.",WOMEN,ANNOTATOR_3,2984.0,train,train,test,train,train
V5,"All women are subhuman, they are just there to serve men, and that is all.","All women are human beings. The problem arises when women are taught that they are subhuman, and this is when the word 'rape' also comes in.",WOMEN,ANNOTATOR_3,2985.0,train,train,test,train,train
V5,"Women are just children. They have no value, no intelligence and often no worth at all.","Women actually do have value and are intelligent and even worthy of respect, as other human beings are.",WOMEN,ANNOTATOR_3,2986.0,train,train,test,train,train
V5,"Feminism is just a bunch of mean, bitchy cuntwits trying to force their politically correct ideology on everyone else.",Feminism is about equality and empowerment of women. You can't deny that.,WOMEN,ANNOTATOR_3,2987.0,train,train,test,train,train
V5,Feminism is an ideology and movement promoting the power of women and the contempt of the male.,"Feminism is an ideology and movement promoting empowerment of women. It is about equality, and not the degradation of men.",WOMEN,ANNOTATOR_3,2988.0,train,train,test,train,train
V5,Feminism is a violent ideology that is hostile to men.,"Feminism is not hostile to men. On the contrary, feminism is an attack on unequal power structures.",WOMEN,ANNOTATOR_3,2989.0,train,train,test,train,train
V5,"All women are slaves, only men can be masters.",Women have always been involved in the economy and have contributed to society as a whole. I don't see this as a 'slave' behavior.,WOMEN,ANNOTATOR_3,2990.0,train,train,test,train,train
V5,"All women are slaves, only men can be masters.","The word 'slave' has nothing to do with what you think it does. Slavery was an institution created to oppress people of different races and religions, and is now banned in Europe. To suggest that it should exist because of a minority of men is an act of disrespect of human rights.",WOMEN,ANNOTATOR_3,2991.0,train,train,test,train,train
V5,Women are little more than animals to be dominated by men.,I don't think it is a good idea to talk about women being little more than animals. Perhaps we should have a closer look at the reasons why some women are harmed by the violence they endure every day.,WOMEN,ANNOTATOR_3,2992.0,validation,train,test,train,train
V5,"All women are subhuman, born that way.",No woman has ever been subhuman. The concept of 'subhuman' has always been used to justify any kind of discrimination and violence.,WOMEN,ANNOTATOR_3,2993.0,train,train,test,train,validation
V5,Feminists are a bunch of cry babies. We should stop them from their disturbing whining.,"Feminists are human beings, with human rights. They are fighting for these rights all around the world. To think that you can change their minds suggests your misunderstanding of the importance of this fight.",WOMEN,ANNOTATOR_3,2994.0,train,train,test,train,train
V5,Women should not be allowed to vote.,"If women are not allowed to vote, then women are not worthy of respect and equal rights, and this is in conflict with the principles of democracy.",WOMEN,ANNOTATOR_3,2995.0,train,validation,test,train,train
V5,Feminism is about the domination of women.,It doesn't have to be about the domination of women to be feminism. It is more about the equality of women.,WOMEN,ANNOTATOR_3,2996.0,train,train,test,train,train
V5,Feminism is a dangerous ideology that is oppressing men.,Feminism is not about oppressing men. It is about the rights of women to live their lives as they wish. It is about equality between the sexes.,WOMEN,ANNOTATOR_3,2997.0,train,train,test,train,train
V5,Feminism is a cancer spreading all around the world.,"Feminism is not a disease, nor does it need any cure. It is a movement for equality, not hate.",WOMEN,ANNOTATOR_3,2998.0,train,validation,test,train,train
V5,Feminism is a hate movement that is poisoning our minds.,"Feminism is a movement to equality, not hate.",WOMEN,ANNOTATOR_3,2999.0,train,train,test,train,train
V5,Girls should not be allowed to drive: it's a dangerous vice.,"Women are to be given the same consideration as men, so they can absolutely drive.",WOMEN,ANNOTATOR_3,3000.0,train,train,test,train,train
V5,"Feminism does not have any scientific basis, it should be rejected.","Feminism doesn't need to have scientific basis: its principles are the human rights, and it is important that we understand them to live in a more inclusive world.",WOMEN,ANNOTATOR_3,3001.0,train,validation,test,train,train
V5,"Women are basically childlike, they remain this way most of their lives. This attitude has been likened to a 'childlike wonderland', and I fear its power to seduce young minds.","Feminism encourages the questioning of gender roles of men and women. We have to overcome these gender stereotypes, to move towards a more equal society.",WOMEN,ANNOTATOR_3,3002.0,validation,train,test,train,train
V5,"If a woman does not want to be a homemaker, then she is a bitch.",I've never heard of a woman being 'bitch' for wanting a stable income. I think you are confusing the meaning of these words.,WOMEN,ANNOTATOR_3,3003.0,train,validation,test,validation,train
V6_sbf,"Asians are lazy, unintelligent and unpleasant people.","Hi, I think this is not a quite accurate description of the population as a whole. ",other,ANNOTATOR_3,3004.0,train,train,train,train,validation
V6_sbf,mentally disabled folks cannot be intelligent nor integrated in our society,"Perhaps you should check how the people who are mentally ill feel about such things. I suspect that they would prefer that others treated them with respect, rather than with discrimination.",DISABLED,ANNOTATOR_3,3005.0,train,train,train,train,validation
V6_sbf,"Some people have physical problems, and this means they should be discriminated against.",Why don't you accept others as they are? I think that would be the best thing.,DISABLED,ANNOTATOR_3,3006.0,validation,train,train,train,train
V6_sbf,Physically disabled folks are mistakes and should not have access to public services.,Only the government should decide which people will have access to public services and which will not. It is up to the individuals whether or not to accept health professionals treating them.,DISABLED,ANNOTATOR_3,3007.0,train,train,train,train,validation
V6_sbf,"Disabled folks are lazy and they do not want to work, so why we help them?","Because people with disabilities can work, if they are given the opportunity.",DISABLED,ANNOTATOR_3,3008.0,train,validation,train,train,train
V6_sbf,"Disabled are born subhuman, they cannot feel pain.",People with physical disabilities are human and can feel pain. If someone is disabled you should respect them instead of discriminating them.,DISABLED,ANNOTATOR_3,3009.0,train,train,train,train,train
V6_sbf,Folks with down syndrome are inferior,"People with Down Syndrome are not inferior to anyone else. Our genetic condition isn't just something to be ashamed of, maybe we should be less judgemental about others.",DISABLED,ANNOTATOR_3,3010.0,train,train,validation,validation,train
V6_sbf,Down syndrome is a curse. People with it are not fit to be alive. They should be all killed by the government.,"Every individual has the right to be alive, and to choose their own doctor and treatment plan.",DISABLED,ANNOTATOR_3,3011.0,train,validation,train,train,train
V6_sbf,Physically disabled folks should die.,"This is a major misunderstanding of what humanity is. It's not about having a functioning body. It's about respecting the physical and mental integrity of other people, despite their limitations.",DISABLED,ANNOTATOR_3,3012.0,validation,validation,train,train,train
V6_sbf,Mentally disabled folks don't deserve to live.,Maybe it is time to stop focusing on killing people with mental disability (as in Aktion T4 Nazi program) and start talking about treatment options. ,DISABLED,ANNOTATOR_3,3013.0,train,train,train,validation,train
V6_sbf,"The Jews hate us because we are different. They are dirty, filthy people. They have no moral character.","They are not hating us, how many Jews do you know personally?",JEWS,ANNOTATOR_3,3014.0,validation,train,train,train,test
V6_sbf,jewish folks control hollywood,"Jewish folk are just a collection of people with different backgrounds. Some of them work in Hollywood, but that's all. ",JEWS,ANNOTATOR_3,3015.0,train,train,train,train,test
V6_sbf,Jews want to rule the world and to be the only existing religion.,"The Jewish people has always been a diverse and inclusive group, also towards people of different faiths.",JEWS,ANNOTATOR_3,3016.0,train,train,train,train,test
V6_sbf,Jewish can't be useful to our economy: they are too busy hiding from the law,"Our economy is built on the back of hard work by all, and minorities can work very hard to build it up, Jewish people included.",JEWS,ANNOTATOR_3,3017.0,train,train,train,validation,test
V6_sbf,We are superior to Jewish folks. ,"Jewish people have always been proud and successful. They have produced great scientists and engineers, as well as writers and musicians. They are very creative people who have enriched our lives in many ways. They are not inferior to anyone.",JEWS,ANNOTATOR_3,3018.0,train,train,train,validation,test
V6_sbf,Jews aren't like other believers. They are the worst. They cannot be 'liked' or 'loved'.,There is nothing special about Jews. They are just people united by the same belief as in any other religion.,JEWS,ANNOTATOR_3,3019.0,train,train,train,train,test
V6_sbf,Jewish folks are obsessed with the holocaust.,"Jews were not obsessed with the holocaust. The murder of some 6 millions Jews by the Nazis shocked the world. Most of the survivors were only killed because they were suspected of belonging to a particular community. The Jewish people suffered greatly as a result of persecution, and the holocaust should be remembered not to let this happen again.",JEWS,ANNOTATOR_3,3020.0,train,train,train,train,test
V6_sbf,Real white folks can't be jewish.,"If you want to know if a person is jewish or not, you should investigate whether or not the person identifies as such, and not draw conslusions on the basis of their skin.",JEWS,ANNOTATOR_3,3021.0,train,train,train,validation,test
V6_sbf,"Jews are lazy, unintelligent and bad at work.","This is not true. Jews are not lazy, they are often extremely productive at work, the most creative and productive people in our industry.",JEWS,ANNOTATOR_3,3022.0,train,train,train,train,test
V6_sbf,Jews are a danger to others: they are different.,Let us put this another way: why should 'the difference' of a Jew be a danger to anyone else?,JEWS,ANNOTATOR_3,3023.0,train,validation,train,train,test
V6_sbf,Jews are a problem in many European countries because of their race and religion.,There are thousands of Jews living in many European countries. I don't see how this is a problem in many European countries. Can you explain this point better?,JEWS,ANNOTATOR_3,3024.0,train,train,train,train,test
V6_sbf,Jews are a problem in many European countries because of their race and religion.,Jews are not a problem in many European countries because of their religion. Why would it be like that?,JEWS,ANNOTATOR_3,3025.0,train,train,train,train,test
V6_sbf,Jewish folks are a disease that needs to be cured.,Are you sure that the Jewish people are a disease? Are you sure that there is a cause-effect relationship between their religion and problems in our society?,JEWS,ANNOTATOR_3,3026.0,train,train,train,train,test
V6_sbf,Jews are essentially good-for-nothings and wanton hypocrites. They have no place in civilised Europe.,"Not all Jews are bad. Maybe you should think about the good people, like the many Jewish charitable and social organisations that help the poor.",JEWS,ANNOTATOR_3,3027.0,train,train,train,train,test
V6_sbf,A Jew does not need a country to live in. A Jew is a foreigner wherever he is,Every person has the right to be accepted and protected according to their worth and not to feel foreigner in their own country. ,JEWS,ANNOTATOR_3,3028.0,train,train,train,train,test
V6_sbf,The Jews are different from us in that they like to take advantage of others.,"This is an accusation, not fact, just hate speech. What do you think the 'different' would say if you accused them of this?",JEWS,ANNOTATOR_3,3029.0,train,train,train,train,test
V6_sbf,Jews secretly run our government.,"Are you sure? It seems they are very much part of our society, and it seems strange for them to be the only ones running our government.",JEWS,ANNOTATOR_3,3030.0,train,train,train,train,test
V6_sbf,Jews run our country.,"To believe that Jews run our country is absurd, especially if you consider that the U.S. is a democracy. This looks like a conspiracy theory.",JEWS,ANNOTATOR_3,3031.0,train,train,train,train,test
V6_sbf,"In the UK, it should be illegal to be gay.",I don't see why legality should apply to sexual desire as well.,LGBT+,ANNOTATOR_3,3032.0,train,train,train,test,train
V6_sbf,"I'm not anti-gay, but what is the point of loving someone who is different from you? They are just a bunch of whiners.","Equality does not entail preference. Let's face it: most of the time, people want to love and to be loved, and not to make a decision purely based on their sex.",LGBT+,ANNOTATOR_3,3033.0,validation,train,train,test,train
V6_sbf,gay men aren't like other guys: they are to be despised.,"Each person can be different from other people in a lot of ways, but the core difference in this case is a sexual orientation, which is not something to be discriminated for.",LGBT+,ANNOTATOR_3,3034.0,train,validation,train,test,train
V6_sbf,Gays are mentally ill. They should be isolated and confined.,"If a person were to be isolated for having homosexual tendencies, I would be interested in making their rights being respected.",LGBT+,ANNOTATOR_3,3035.0,train,validation,train,test,train
V6_sbf,Gays are mentally ill. They should be isolated and confined.,How about if you are isolated from the rest of us for your sexual orientation? Would it be right to be isolated from your loved ones and friends?,LGBT+,ANNOTATOR_3,3036.0,validation,train,train,test,train
V6_sbf,Gay men have no morals.,"To say that some homosexuals have negative and harmful consequences for society because of their sexual preferences is to devalue these individuals, and is opposed to the goal of a just society.",LGBT+,ANNOTATOR_3,3037.0,train,validation,train,test,train
V6_sbf,Trans people should not have the right to change their gender on identity card.,Since when? It's everyone's right to choose with what gender to identify with.,LGBT+,ANNOTATOR_3,3038.0,train,train,train,test,train
V6_sbf,We need to stop accepting gays and lesbians.,"I think that you may be starting to understand how homophobia is a choice, just as acceptance is.",LGBT+,ANNOTATOR_3,3039.0,validation,train,train,test,train
